#category	term ID	term description	observed gene count	background gene count	strength	signal	false discovery rate	matching proteins in your network (IDs)	matching proteins in your network (labels)
GO Process	GO:0002684	Positive regulation of immune system process	22	874	0.39	0.31	0.0392	9606.ENSP00000226279,9606.ENSP00000227638,9606.ENSP00000233954,9606.ENSP00000243346,9606.ENSP00000294728,9606.ENSP00000296585,9606.ENSP00000296795,9606.ENSP00000305651,9606.ENSP00000327513,9606.ENSP00000329967,9606.ENSP00000333779,9606.ENSP00000353512,9606.ENSP00000359488,9606.ENSP00000360817,9606.ENSP00000363031,9606.ENSP00000366937,9606.ENSP00000371471,9606.ENSP00000376865,9606.ENSP00000395294,9606.ENSP00000400010,9606.ENSP00000430950,9606.ENSP00000486676	CD38,PANX1,IL1RL1,NMI,VCAM1,ITGA2,TLR3,CXCL10,CSF1,TBK1,EVI2B,PARP9,GBP5,ZNFX1,THEMIS2,BTN3A2,RSAD2,PDGFD,CD70,PTPRJ,IDO1,TREX1
GO Process	GO:0043412	Macromolecule modification	50	2898	0.23	0.27	0.0422	9606.ENSP00000215794,9606.ENSP00000243346,9606.ENSP00000248139,9606.ENSP00000254436,9606.ENSP00000254667,9606.ENSP00000255681,9606.ENSP00000255764,9606.ENSP00000259895,9606.ENSP00000261716,9606.ENSP00000262370,9606.ENSP00000262498,9606.ENSP00000263440,9606.ENSP00000264346,9606.ENSP00000264350,9606.ENSP00000269576,9606.ENSP00000280377,9606.ENSP00000284274,9606.ENSP00000286317,9606.ENSP00000296795,9606.ENSP00000298717,9606.ENSP00000301761,9606.ENSP00000306983,9606.ENSP00000316114,9606.ENSP00000329967,9606.ENSP00000332118,9606.ENSP00000346437,9606.ENSP00000353512,9606.ENSP00000354850,9606.ENSP00000355731,9606.ENSP00000356134,9606.ENSP00000359829,9606.ENSP00000369129,9606.ENSP00000369756,9606.ENSP00000370621,9606.ENSP00000375892,9606.ENSP00000376317,9606.ENSP00000378405,9606.ENSP00000382382,9606.ENSP00000383333,9606.ENSP00000385823,9606.ENSP00000389176,9606.ENSP00000400010,9606.ENSP00000434776,9606.ENSP00000464087,9606.ENSP00000476100,9606.ENSP00000481570,9606.ENSP00000486676,9606.ENSP00000497271,9606.ENSP00000498750,9606.ENSP00000501135	USP18,NMI,RAB40C,TRIM21,PTPRE,MACROD1,MED10,GTF2H4,TAOK1,MGRN1,CFAP20,ALG6,HERC6,HERC5,KRT10,USP15,OTULIN,MED7,TLR3,METTL3,SDHAF2,YEATS2,SGF29,TBK1,EPHB3,ATG7,PARP9,OGA,CDC42BPA,TFB1M,USP33,DSP,PTPRA,ZBED1,AKT2,TAOK3,BCKDK,USP47,MORC3,MTA3,C1GALT1,PTPRJ,PARP10,RNF213,GTF2H5,TNFAIP3,TREX1,IFIH1,CCNH,URM1
GO Process	GO:0045184	Establishment of protein localization	28	1272	0.33	0.29	0.0422	9606.ENSP00000227880,9606.ENSP00000241041,9606.ENSP00000243918,9606.ENSP00000244040,9606.ENSP00000254950,9606.ENSP00000259030,9606.ENSP00000270502,9606.ENSP00000279281,9606.ENSP00000295030,9606.ENSP00000296585,9606.ENSP00000315775,9606.ENSP00000316114,9606.ENSP00000336829,9606.ENSP00000339754,9606.ENSP00000346437,9606.ENSP00000355605,9606.ENSP00000356256,9606.ENSP00000358081,9606.ENSP00000360869,9606.ENSP00000364929,9606.ENSP00000369810,9606.ENSP00000371607,9606.ENSP00000372210,9606.ENSP00000375892,9606.ENSP00000438399,9606.ENSP00000470246,9606.ENSP00000481570,9606.ENSP00000486676	SLC15A3,PEX16,SYS1,RAB22A,VPS4A,RTP4,TIMM29,VPS51,PEX13,ITGA2,COG4,SGF29,FGG,ARL4C,ATG7,EXOC8,TIMM17A,BAG3,IFIT1,ING1,VPS16,MIPEP,BET1L,AKT2,IST1,RAB4B,TNFAIP3,TREX1
GO Process	GO:0071357	Cellular response to type I interferon	5	44	1.04	0.36	0.0422	9606.ENSP00000329967,9606.ENSP00000342278,9606.ENSP00000360869,9606.ENSP00000388001,9606.ENSP00000486676	TBK1,OAS2,IFIT1,OAS1,TREX1
GO Process	GO:1901564	Organonitrogen compound metabolic process	75	4981	0.17	0.26	0.0430	9606.ENSP00000215794,9606.ENSP00000238651,9606.ENSP00000243346,9606.ENSP00000248139,9606.ENSP00000254436,9606.ENSP00000254667,9606.ENSP00000254950,9606.ENSP00000255681,9606.ENSP00000255764,9606.ENSP00000256722,9606.ENSP00000259727,9606.ENSP00000259895,9606.ENSP00000261716,9606.ENSP00000261884,9606.ENSP00000262370,9606.ENSP00000262498,9606.ENSP00000263440,9606.ENSP00000264346,9606.ENSP00000264350,9606.ENSP00000264498,9606.ENSP00000269576,9606.ENSP00000269881,9606.ENSP00000280377,9606.ENSP00000284274,9606.ENSP00000286317,9606.ENSP00000287078,9606.ENSP00000292478,9606.ENSP00000294728,9606.ENSP00000296795,9606.ENSP00000301761,9606.ENSP00000302629,9606.ENSP00000303575,9606.ENSP00000306099,9606.ENSP00000306983,9606.ENSP00000314606,9606.ENSP00000316114,9606.ENSP00000326869,9606.ENSP00000329967,9606.ENSP00000332118,9606.ENSP00000336829,9606.ENSP00000346437,9606.ENSP00000353512,9606.ENSP00000354850,9606.ENSP00000355731,9606.ENSP00000358081,9606.ENSP00000359829,9606.ENSP00000363973,9606.ENSP00000369129,9606.ENSP00000369756,9606.ENSP00000370531,9606.ENSP00000370621,9606.ENSP00000371607,9606.ENSP00000375892,9606.ENSP00000376317,9606.ENSP00000378275,9606.ENSP00000378405,9606.ENSP00000378416,9606.ENSP00000380466,9606.ENSP00000382382,9606.ENSP00000383333,9606.ENSP00000385823,9606.ENSP00000388566,9606.ENSP00000389176,9606.ENSP00000400010,9606.ENSP00000430950,9606.ENSP00000434776,9606.ENSP00000444565,9606.ENSP00000464087,9606.ENSP00000476100,9606.ENSP00000481570,9606.ENSP00000486676,9606.ENSP00000497174,9606.ENSP00000497271,9606.ENSP00000498750,9606.ENSP00000501135	USP18,ACOT2,NMI,RAB40C,TRIM21,PTPRE,VPS4A,MACROD1,MED10,CMPK2,GMPR,GTF2H4,TAOK1,TRIP4,MGRN1,CFAP20,ALG6,HERC6,HERC5,FGF2,KRT10,CALR3,USP15,OTULIN,MED7,TYSND1,PTCD1,VCAM1,TLR3,SDHAF2,CHSY3,NUDT9,FGB,YEATS2,SGSH,SGF29,ORMDL1,TBK1,EPHB3,FGG,ATG7,PARP9,OGA,CDC42BPA,BAG3,USP33,ALPL,DSP,PTPRA,ACOT6,ZBED1,MIPEP,AKT2,TAOK3,PAIP2,BCKDK,ALAS1,MRPL23,USP47,MORC3,MTA3,CASP4,C1GALT1,PTPRJ,IDO1,PARP10,TMUB2,RNF213,GTF2H5,TNFAIP3,TREX1,DYNC2H1,IFIH1,CCNH,URM1
GO Process	GO:0036211	Protein modification process	47	2674	0.23	0.27	0.0433	9606.ENSP00000215794,9606.ENSP00000243346,9606.ENSP00000248139,9606.ENSP00000254436,9606.ENSP00000254667,9606.ENSP00000255681,9606.ENSP00000255764,9606.ENSP00000259895,9606.ENSP00000261716,9606.ENSP00000262370,9606.ENSP00000262498,9606.ENSP00000263440,9606.ENSP00000264346,9606.ENSP00000264350,9606.ENSP00000269576,9606.ENSP00000280377,9606.ENSP00000284274,9606.ENSP00000286317,9606.ENSP00000296795,9606.ENSP00000301761,9606.ENSP00000306983,9606.ENSP00000316114,9606.ENSP00000329967,9606.ENSP00000332118,9606.ENSP00000346437,9606.ENSP00000353512,9606.ENSP00000354850,9606.ENSP00000355731,9606.ENSP00000359829,9606.ENSP00000369129,9606.ENSP00000369756,9606.ENSP00000370621,9606.ENSP00000375892,9606.ENSP00000376317,9606.ENSP00000378405,9606.ENSP00000382382,9606.ENSP00000383333,9606.ENSP00000385823,9606.ENSP00000389176,9606.ENSP00000400010,9606.ENSP00000434776,9606.ENSP00000464087,9606.ENSP00000476100,9606.ENSP00000481570,9606.ENSP00000497271,9606.ENSP00000498750,9606.ENSP00000501135	USP18,NMI,RAB40C,TRIM21,PTPRE,MACROD1,MED10,GTF2H4,TAOK1,MGRN1,CFAP20,ALG6,HERC6,HERC5,KRT10,USP15,OTULIN,MED7,TLR3,SDHAF2,YEATS2,SGF29,TBK1,EPHB3,ATG7,PARP9,OGA,CDC42BPA,USP33,DSP,PTPRA,ZBED1,AKT2,TAOK3,BCKDK,USP47,MORC3,MTA3,C1GALT1,PTPRJ,PARP10,RNF213,GTF2H5,TNFAIP3,IFIH1,CCNH,URM1
GO Process	GO:0071345	Cellular response to cytokine stimulus	19	711	0.42	0.29	0.0495	9606.ENSP00000233954,9606.ENSP00000243346,9606.ENSP00000294728,9606.ENSP00000296795,9606.ENSP00000305651,9606.ENSP00000306099,9606.ENSP00000327513,9606.ENSP00000329967,9606.ENSP00000336829,9606.ENSP00000342278,9606.ENSP00000359488,9606.ENSP00000359490,9606.ENSP00000360869,9606.ENSP00000360876,9606.ENSP00000388001,9606.ENSP00000395294,9606.ENSP00000400010,9606.ENSP00000486676,9606.ENSP00000490935	IL1RL1,NMI,VCAM1,TLR3,CXCL10,FGB,CSF1,TBK1,FGG,OAS2,GBP5,GBP4,IFIT1,IFIT3,OAS1,CD70,PTPRJ,TREX1,IFIT2
GO Function	GO:0003824	Catalytic activity	86	5522	0.18	0.27	0.0370	9606.ENSP00000215794,9606.ENSP00000226279,9606.ENSP00000228928,9606.ENSP00000233954,9606.ENSP00000237822,9606.ENSP00000238146,9606.ENSP00000238651,9606.ENSP00000244040,9606.ENSP00000248139,9606.ENSP00000250263,9606.ENSP00000254436,9606.ENSP00000254667,9606.ENSP00000254950,9606.ENSP00000255681,9606.ENSP00000255764,9606.ENSP00000256722,9606.ENSP00000259727,9606.ENSP00000260184,9606.ENSP00000260403,9606.ENSP00000261716,9606.ENSP00000262370,9606.ENSP00000262764,9606.ENSP00000263440,9606.ENSP00000264346,9606.ENSP00000264350,9606.ENSP00000273179,9606.ENSP00000274376,9606.ENSP00000280377,9606.ENSP00000282892,9606.ENSP00000284274,9606.ENSP00000285735,9606.ENSP00000286317,9606.ENSP00000287078,9606.ENSP00000294728,9606.ENSP00000296658,9606.ENSP00000298717,9606.ENSP00000302629,9606.ENSP00000303575,9606.ENSP00000306565,9606.ENSP00000308000,9606.ENSP00000314606,9606.ENSP00000321856,9606.ENSP00000329967,9606.ENSP00000332118,9606.ENSP00000339754,9606.ENSP00000342278,9606.ENSP00000346437,9606.ENSP00000353512,9606.ENSP00000354499,9606.ENSP00000354850,9606.ENSP00000355731,9606.ENSP00000356134,9606.ENSP00000356438,9606.ENSP00000357883,9606.ENSP00000359488,9606.ENSP00000359490,9606.ENSP00000359829,9606.ENSP00000360817,9606.ENSP00000363973,9606.ENSP00000364886,9606.ENSP00000369756,9606.ENSP00000370531,9606.ENSP00000370621,9606.ENSP00000371471,9606.ENSP00000371517,9606.ENSP00000371607,9606.ENSP00000375892,9606.ENSP00000376317,9606.ENSP00000377036,9606.ENSP00000378405,9606.ENSP00000378416,9606.ENSP00000382382,9606.ENSP00000383333,9606.ENSP00000388001,9606.ENSP00000388566,9606.ENSP00000389176,9606.ENSP00000400010,9606.ENSP00000416508,9606.ENSP00000417401,9606.ENSP00000430950,9606.ENSP00000434776,9606.ENSP00000464087,9606.ENSP00000470246,9606.ENSP00000481570,9606.ENSP00000486676,9606.ENSP00000497271	USP18,CD38,OAS3,IL1RL1,LDAH,DDX55,ACOT2,RAB22A,RAB40C,ERI1,TRIM21,PTPRE,VPS4A,MACROD1,MED10,CMPK2,GMPR,DDX60L,TMEM62,TAOK1,MGRN1,PGS1,ALG6,HERC6,HERC5,CTDSPL,RASA1,USP15,MED21,OTULIN,RHOC,MED7,TYSND1,VCAM1,CMBL,METTL3,CHSY3,NUDT9,ISG20,TUT1,SGSH,CRELD1,TBK1,EPHB3,ARL4C,OAS2,ATG7,PARP9,MT-CO1,OGA,CDC42BPA,TFB1M,PTGS2,PIP5K1A,GBP5,GBP4,USP33,ZNFX1,ALPL,RND3,PTPRA,ACOT6,ZBED1,RSAD2,AMACR,MIPEP,AKT2,TAOK3,PTPA,BCKDK,ALAS1,USP47,MORC3,OAS1,CASP4,C1GALT1,PTPRJ,ATP13A3,HELZ2,IDO1,PARP10,RNF213,RAB4B,TNFAIP3,TREX1,IFIH1
GO Component	GO:0005737	Cytoplasm	162	12056	0.12	0.47	1.26e-05	9606.ENSP00000215794,9606.ENSP00000226279,9606.ENSP00000227638,9606.ENSP00000227880,9606.ENSP00000228928,9606.ENSP00000233954,9606.ENSP00000237822,9606.ENSP00000238146,9606.ENSP00000238651,9606.ENSP00000241041,9606.ENSP00000243346,9606.ENSP00000243918,9606.ENSP00000244040,9606.ENSP00000246662,9606.ENSP00000248139,9606.ENSP00000250263,9606.ENSP00000254436,9606.ENSP00000254667,9606.ENSP00000254950,9606.ENSP00000256722,9606.ENSP00000258457,9606.ENSP00000259030,9606.ENSP00000259727,9606.ENSP00000260184,9606.ENSP00000261716,9606.ENSP00000261884,9606.ENSP00000261965,9606.ENSP00000262319,9606.ENSP00000262370,9606.ENSP00000262498,9606.ENSP00000262764,9606.ENSP00000263440,9606.ENSP00000264346,9606.ENSP00000264350,9606.ENSP00000264498,9606.ENSP00000269187,9606.ENSP00000269389,9606.ENSP00000269576,9606.ENSP00000269881,9606.ENSP00000270502,9606.ENSP00000274376,9606.ENSP00000275053,9606.ENSP00000279281,9606.ENSP00000280377,9606.ENSP00000283875,9606.ENSP00000284274,9606.ENSP00000284767,9606.ENSP00000285735,9606.ENSP00000286364,9606.ENSP00000287078,9606.ENSP00000292478,9606.ENSP00000294728,9606.ENSP00000295030,9606.ENSP00000295927,9606.ENSP00000296585,9606.ENSP00000296658,9606.ENSP00000296795,9606.ENSP00000298717,9606.ENSP00000301761,9606.ENSP00000301945,9606.ENSP00000302629,9606.ENSP00000303575,9606.ENSP00000306099,9606.ENSP00000306565,9606.ENSP00000308000,9606.ENSP00000314606,9606.ENSP00000315775,9606.ENSP00000317224,9606.ENSP00000322020,9606.ENSP00000323901,9606.ENSP00000326869,9606.ENSP00000327513,9606.ENSP00000329967,9606.ENSP00000330289,9606.ENSP00000332118,9606.ENSP00000336829,9606.ENSP00000338887,9606.ENSP00000339754,9606.ENSP00000342278,9606.ENSP00000346437,9606.ENSP00000347444,9606.ENSP00000348381,9606.ENSP00000353512,9606.ENSP00000354499,9606.ENSP00000354850,9606.ENSP00000355605,9606.ENSP00000355731,9606.ENSP00000355751,9606.ENSP00000356134,9606.ENSP00000356256,9606.ENSP00000356438,9606.ENSP00000356548,9606.ENSP00000356562,9606.ENSP00000357883,9606.ENSP00000358081,9606.ENSP00000358810,9606.ENSP00000359488,9606.ENSP00000359490,9606.ENSP00000359829,9606.ENSP00000360817,9606.ENSP00000360869,9606.ENSP00000360876,9606.ENSP00000361483,9606.ENSP00000362942,9606.ENSP00000363031,9606.ENSP00000363068,9606.ENSP00000363973,9606.ENSP00000364886,9606.ENSP00000366032,9606.ENSP00000369129,9606.ENSP00000369810,9606.ENSP00000370531,9606.ENSP00000370984,9606.ENSP00000371471,9606.ENSP00000371517,9606.ENSP00000371607,9606.ENSP00000372210,9606.ENSP00000374562,9606.ENSP00000375711,9606.ENSP00000375892,9606.ENSP00000376317,9606.ENSP00000376865,9606.ENSP00000377036,9606.ENSP00000378275,9606.ENSP00000378405,9606.ENSP00000378416,9606.ENSP00000379658,9606.ENSP00000380073,9606.ENSP00000380466,9606.ENSP00000382382,9606.ENSP00000385823,9606.ENSP00000386125,9606.ENSP00000388001,9606.ENSP00000388566,9606.ENSP00000389176,9606.ENSP00000397435,9606.ENSP00000400010,9606.ENSP00000400839,9606.ENSP00000416508,9606.ENSP00000417401,9606.ENSP00000430950,9606.ENSP00000431012,9606.ENSP00000432472,9606.ENSP00000433209,9606.ENSP00000433528,9606.ENSP00000434776,9606.ENSP00000438399,9606.ENSP00000444533,9606.ENSP00000446576,9606.ENSP00000452634,9606.ENSP00000460964,9606.ENSP00000464087,9606.ENSP00000470246,9606.ENSP00000476100,9606.ENSP00000480549,9606.ENSP00000481570,9606.ENSP00000481721,9606.ENSP00000486676,9606.ENSP00000490935,9606.ENSP00000497174,9606.ENSP00000497271,9606.ENSP00000501135	USP18,CD38,PANX1,SLC15A3,OAS3,IL1RL1,LDAH,DDX55,ACOT2,PEX16,NMI,SYS1,RAB22A,KRT9,RAB40C,ERI1,TRIM21,PTPRE,VPS4A,CMPK2,C2orf49,RTP4,GMPR,DDX60L,TAOK1,TRIP4,TUBGCP3,TELO2,MGRN1,CFAP20,PGS1,ALG6,HERC6,HERC5,FGF2,SLC39A6,SECTM1,KRT10,CALR3,TIMM29,RASA1,MMS22L,VPS51,USP15,GTF2E1,OTULIN,PDLIM3,RHOC,RASA2,TYSND1,PTCD1,VCAM1,PEX13,PTX3,ITGA2,CMBL,TLR3,METTL3,SDHAF2,ANTXR1,CHSY3,NUDT9,FGB,ISG20,TUT1,SGSH,COG4,SAMD4B,SLC25A22,FZD2,ORMDL1,CSF1,TBK1,TRAPPC6B,EPHB3,FGG,LRRC8D,ARL4C,OAS2,ATG7,TDRD7,ADD3,PARP9,MT-CO1,OGA,EXOC8,CDC42BPA,THBS2,TFB1M,TIMM17A,PTGS2,LTV1,XPR1,PIP5K1A,BAG3,STRIP1,GBP5,GBP4,USP33,ZNFX1,IFIT1,IFIT3,GPR107,PHACTR4,THEMIS2,PCDH15,ALPL,RND3,COMMD3,DSP,VPS16,ACOT6,COMMD8,RSAD2,AMACR,MIPEP,BET1L,COX16,AKT1S1,AKT2,TAOK3,PDGFD,PTPA,PAIP2,BCKDK,ALAS1,ETV6,IRF9,MRPL23,USP47,MTA3,ARMC5,OAS1,CASP4,C1GALT1,TSC22D1,PTPRJ,SLC35G2,ATP13A3,HELZ2,IDO1,ARHGEF10,BRK1,GSDMD,DENND2B,PARP10,IST1,KRT86,ATXN2,TNFAIP2,ATPAF1,RNF213,RAB4B,GTF2H5,CDC42EP3,TNFAIP3,TBC1D2,TREX1,IFIT2,DYNC2H1,IFIH1,URM1
GO Component	GO:0005622	Intracellular anatomical structure	180	14891	0.07	0.36	0.0011	9606.ENSP00000215794,9606.ENSP00000226279,9606.ENSP00000227638,9606.ENSP00000227880,9606.ENSP00000228928,9606.ENSP00000233954,9606.ENSP00000237822,9606.ENSP00000238146,9606.ENSP00000238651,9606.ENSP00000241041,9606.ENSP00000243346,9606.ENSP00000243918,9606.ENSP00000244040,9606.ENSP00000246662,9606.ENSP00000248139,9606.ENSP00000250263,9606.ENSP00000254436,9606.ENSP00000254667,9606.ENSP00000254950,9606.ENSP00000255681,9606.ENSP00000255764,9606.ENSP00000256722,9606.ENSP00000258381,9606.ENSP00000258457,9606.ENSP00000259030,9606.ENSP00000259727,9606.ENSP00000259895,9606.ENSP00000259953,9606.ENSP00000260184,9606.ENSP00000261439,9606.ENSP00000261716,9606.ENSP00000261884,9606.ENSP00000261965,9606.ENSP00000262319,9606.ENSP00000262370,9606.ENSP00000262498,9606.ENSP00000262764,9606.ENSP00000263440,9606.ENSP00000264346,9606.ENSP00000264350,9606.ENSP00000264498,9606.ENSP00000269187,9606.ENSP00000269389,9606.ENSP00000269576,9606.ENSP00000269881,9606.ENSP00000270502,9606.ENSP00000273179,9606.ENSP00000274376,9606.ENSP00000275053,9606.ENSP00000279281,9606.ENSP00000280377,9606.ENSP00000282892,9606.ENSP00000283875,9606.ENSP00000284274,9606.ENSP00000284767,9606.ENSP00000285735,9606.ENSP00000286317,9606.ENSP00000286364,9606.ENSP00000287078,9606.ENSP00000292478,9606.ENSP00000294728,9606.ENSP00000295030,9606.ENSP00000295927,9606.ENSP00000296585,9606.ENSP00000296658,9606.ENSP00000296795,9606.ENSP00000298717,9606.ENSP00000301761,9606.ENSP00000301945,9606.ENSP00000302629,9606.ENSP00000303575,9606.ENSP00000306099,9606.ENSP00000306565,9606.ENSP00000306983,9606.ENSP00000308000,9606.ENSP00000314606,9606.ENSP00000315775,9606.ENSP00000316114,9606.ENSP00000317224,9606.ENSP00000322020,9606.ENSP00000323901,9606.ENSP00000326869,9606.ENSP00000327513,9606.ENSP00000329967,9606.ENSP00000330289,9606.ENSP00000332118,9606.ENSP00000335320,9606.ENSP00000336829,9606.ENSP00000338887,9606.ENSP00000339754,9606.ENSP00000342278,9606.ENSP00000346437,9606.ENSP00000347444,9606.ENSP00000348381,9606.ENSP00000353512,9606.ENSP00000354499,9606.ENSP00000354850,9606.ENSP00000355605,9606.ENSP00000355731,9606.ENSP00000355751,9606.ENSP00000356134,9606.ENSP00000356256,9606.ENSP00000356438,9606.ENSP00000356548,9606.ENSP00000356562,9606.ENSP00000357883,9606.ENSP00000358081,9606.ENSP00000358810,9606.ENSP00000359488,9606.ENSP00000359489,9606.ENSP00000359490,9606.ENSP00000359829,9606.ENSP00000360817,9606.ENSP00000360869,9606.ENSP00000360876,9606.ENSP00000361483,9606.ENSP00000362942,9606.ENSP00000363031,9606.ENSP00000363068,9606.ENSP00000363973,9606.ENSP00000364886,9606.ENSP00000364929,9606.ENSP00000366032,9606.ENSP00000369129,9606.ENSP00000369810,9606.ENSP00000370531,9606.ENSP00000370621,9606.ENSP00000370984,9606.ENSP00000371471,9606.ENSP00000371517,9606.ENSP00000371607,9606.ENSP00000372210,9606.ENSP00000374562,9606.ENSP00000375711,9606.ENSP00000375892,9606.ENSP00000376317,9606.ENSP00000376865,9606.ENSP00000377036,9606.ENSP00000378275,9606.ENSP00000378405,9606.ENSP00000378416,9606.ENSP00000379658,9606.ENSP00000380073,9606.ENSP00000380466,9606.ENSP00000382382,9606.ENSP00000383333,9606.ENSP00000385823,9606.ENSP00000386125,9606.ENSP00000388001,9606.ENSP00000388566,9606.ENSP00000389176,9606.ENSP00000397435,9606.ENSP00000400010,9606.ENSP00000400839,9606.ENSP00000416508,9606.ENSP00000417401,9606.ENSP00000430950,9606.ENSP00000431012,9606.ENSP00000432472,9606.ENSP00000433209,9606.ENSP00000433528,9606.ENSP00000434776,9606.ENSP00000438399,9606.ENSP00000444533,9606.ENSP00000446576,9606.ENSP00000452634,9606.ENSP00000460964,9606.ENSP00000463978,9606.ENSP00000464087,9606.ENSP00000470246,9606.ENSP00000476100,9606.ENSP00000480549,9606.ENSP00000481570,9606.ENSP00000481721,9606.ENSP00000486676,9606.ENSP00000490935,9606.ENSP00000497174,9606.ENSP00000497271,9606.ENSP00000498750,9606.ENSP00000501135	USP18,CD38,PANX1,SLC15A3,OAS3,IL1RL1,LDAH,DDX55,ACOT2,PEX16,NMI,SYS1,RAB22A,KRT9,RAB40C,ERI1,TRIM21,PTPRE,VPS4A,MACROD1,MED10,CMPK2,SP110,C2orf49,RTP4,GMPR,GTF2H4,NRM,DDX60L,TBC1D1,TAOK1,TRIP4,TUBGCP3,TELO2,MGRN1,CFAP20,PGS1,ALG6,HERC6,HERC5,FGF2,SLC39A6,SECTM1,KRT10,CALR3,TIMM29,CTDSPL,RASA1,MMS22L,VPS51,USP15,MED21,GTF2E1,OTULIN,PDLIM3,RHOC,MED7,RASA2,TYSND1,PTCD1,VCAM1,PEX13,PTX3,ITGA2,CMBL,TLR3,METTL3,SDHAF2,ANTXR1,CHSY3,NUDT9,FGB,ISG20,YEATS2,TUT1,SGSH,COG4,SGF29,SAMD4B,SLC25A22,FZD2,ORMDL1,CSF1,TBK1,TRAPPC6B,EPHB3,BCL9L,FGG,LRRC8D,ARL4C,OAS2,ATG7,TDRD7,ADD3,PARP9,MT-CO1,OGA,EXOC8,CDC42BPA,THBS2,TFB1M,TIMM17A,PTGS2,LTV1,XPR1,PIP5K1A,BAG3,STRIP1,GBP5,AFF2,GBP4,USP33,ZNFX1,IFIT1,IFIT3,GPR107,PHACTR4,THEMIS2,PCDH15,ALPL,RND3,ING1,COMMD3,DSP,VPS16,ACOT6,ZBED1,COMMD8,RSAD2,AMACR,MIPEP,BET1L,COX16,AKT1S1,AKT2,TAOK3,PDGFD,PTPA,PAIP2,BCKDK,ALAS1,ETV6,IRF9,MRPL23,USP47,MORC3,MTA3,ARMC5,OAS1,CASP4,C1GALT1,TSC22D1,PTPRJ,SLC35G2,ATP13A3,HELZ2,IDO1,ARHGEF10,BRK1,GSDMD,DENND2B,PARP10,IST1,KRT86,ATXN2,TNFAIP2,ATPAF1,SLC16A3,RNF213,RAB4B,GTF2H5,CDC42EP3,TNFAIP3,TBC1D2,TREX1,IFIT2,DYNC2H1,IFIH1,CCNH,URM1
