#category	term ID	term description	observed gene count	background gene count	strength	signal	false discovery rate	matching proteins in your network (IDs)	matching proteins in your network (labels)
GO Component	GO:0005737	Cytoplasm	70	12056	0.17	0.38	3.72e-05	9606.ENSP00000220751,9606.ENSP00000220809,9606.ENSP00000227880,9606.ENSP00000228928,9606.ENSP00000245185,9606.ENSP00000252593,9606.ENSP00000254878,9606.ENSP00000256722,9606.ENSP00000257570,9606.ENSP00000259727,9606.ENSP00000259951,9606.ENSP00000264346,9606.ENSP00000265605,9606.ENSP00000296161,9606.ENSP00000296181,9606.ENSP00000296754,9606.ENSP00000305161,9606.ENSP00000306565,9606.ENSP00000308236,9606.ENSP00000312250,9606.ENSP00000320236,9606.ENSP00000333266,9606.ENSP00000333657,9606.ENSP00000333813,9606.ENSP00000337354,9606.ENSP00000339328,9606.ENSP00000342278,9606.ENSP00000345494,9606.ENSP00000353512,9606.ENSP00000353720,9606.ENSP00000354553,9606.ENSP00000354762,9606.ENSP00000355206,9606.ENSP00000355574,9606.ENSP00000356436,9606.ENSP00000357704,9606.ENSP00000359504,9606.ENSP00000359783,9606.ENSP00000359787,9606.ENSP00000360247,9606.ENSP00000360869,9606.ENSP00000360876,9606.ENSP00000362942,9606.ENSP00000366098,9606.ENSP00000369213,9606.ENSP00000369292,9606.ENSP00000369373,9606.ENSP00000377036,9606.ENSP00000378856,9606.ENSP00000379038,9606.ENSP00000381101,9606.ENSP00000381601,9606.ENSP00000384638,9606.ENSP00000388001,9606.ENSP00000400646,9606.ENSP00000414922,9606.ENSP00000416002,9606.ENSP00000417401,9606.ENSP00000418194,9606.ENSP00000420127,9606.ENSP00000427975,9606.ENSP00000428223,9606.ENSP00000428619,9606.ENSP00000461930,9606.ENSP00000464087,9606.ENSP00000478874,9606.ENSP00000479130,9606.ENSP00000490935,9606.ENSP00000496832,9606.ENSP00000497271	RIPK2,PLAT,SLC15A3,OAS3,MT2A,BST2,RIDA,CMPK2,OASL,GMPR,HLA-F,HERC6,ALDH8A1,DTX3L,ITGB5,ERAP1,TRIM56,ISG20,COMMD1,ADPGK,TIMM22,UBA7,MX2,ALG12,LIPA,PLAUR,OAS2,PLSCR1,PARP9,CES1,GLMP,COA3,MT-ND3,COA6,PLA2G4A,S100A4,GBP1,IFI44,IFI44L,CYP2J2,IFIT1,IFIT3,PHACTR4,YIF1A,DDX58,SAMD9,TRIM5,PTPA,LGALS9,TYMP,SERPINB7,MX1,CTNNA2,OAS1,PNPT1,USP41,SLC35A2,HELZ2,PARP14,RAB9A,RANBP17,RPL26L1,UTP14C,MRPS21,RNF213,CAMK1D,ACSF3,IFIT2,ISG15,IFIH1
GO Component	GO:0005622	Intracellular anatomical structure	75	14891	0.1	0.31	0.0010	9606.ENSP00000217109,9606.ENSP00000220751,9606.ENSP00000220809,9606.ENSP00000227880,9606.ENSP00000228928,9606.ENSP00000245185,9606.ENSP00000247003,9606.ENSP00000252593,9606.ENSP00000254878,9606.ENSP00000256722,9606.ENSP00000257570,9606.ENSP00000259727,9606.ENSP00000259951,9606.ENSP00000263549,9606.ENSP00000264346,9606.ENSP00000265605,9606.ENSP00000296161,9606.ENSP00000296181,9606.ENSP00000296754,9606.ENSP00000305161,9606.ENSP00000306565,9606.ENSP00000308236,9606.ENSP00000312250,9606.ENSP00000320236,9606.ENSP00000333266,9606.ENSP00000333657,9606.ENSP00000333813,9606.ENSP00000337354,9606.ENSP00000339328,9606.ENSP00000342278,9606.ENSP00000345494,9606.ENSP00000353512,9606.ENSP00000353720,9606.ENSP00000354553,9606.ENSP00000354762,9606.ENSP00000355206,9606.ENSP00000355574,9606.ENSP00000356436,9606.ENSP00000357704,9606.ENSP00000359504,9606.ENSP00000359783,9606.ENSP00000359787,9606.ENSP00000360247,9606.ENSP00000360869,9606.ENSP00000360876,9606.ENSP00000362942,9606.ENSP00000366098,9606.ENSP00000369213,9606.ENSP00000369292,9606.ENSP00000369373,9606.ENSP00000377036,9606.ENSP00000378856,9606.ENSP00000379038,9606.ENSP00000381101,9606.ENSP00000381601,9606.ENSP00000384638,9606.ENSP00000388001,9606.ENSP00000400646,9606.ENSP00000414922,9606.ENSP00000416002,9606.ENSP00000417401,9606.ENSP00000418194,9606.ENSP00000420127,9606.ENSP00000427975,9606.ENSP00000428223,9606.ENSP00000428619,9606.ENSP00000434024,9606.ENSP00000461930,9606.ENSP00000463978,9606.ENSP00000464087,9606.ENSP00000478874,9606.ENSP00000479130,9606.ENSP00000490935,9606.ENSP00000496832,9606.ENSP00000497271	CSTF1,RIPK2,PLAT,SLC15A3,OAS3,MT2A,DDX49,BST2,RIDA,CMPK2,OASL,GMPR,HLA-F,PARP12,HERC6,ALDH8A1,DTX3L,ITGB5,ERAP1,TRIM56,ISG20,COMMD1,ADPGK,TIMM22,UBA7,MX2,ALG12,LIPA,PLAUR,OAS2,PLSCR1,PARP9,CES1,GLMP,COA3,MT-ND3,COA6,PLA2G4A,S100A4,GBP1,IFI44,IFI44L,CYP2J2,IFIT1,IFIT3,PHACTR4,YIF1A,DDX58,SAMD9,TRIM5,PTPA,LGALS9,TYMP,SERPINB7,MX1,CTNNA2,OAS1,PNPT1,USP41,SLC35A2,HELZ2,PARP14,RAB9A,RANBP17,RPL26L1,UTP14C,H2AX,MRPS21,SLC16A3,RNF213,CAMK1D,ACSF3,IFIT2,ISG15,IFIH1
GO Component	GO:0005829	Cytosol	42	5438	0.29	0.4	0.0010	9606.ENSP00000220751,9606.ENSP00000228928,9606.ENSP00000245185,9606.ENSP00000254878,9606.ENSP00000257570,9606.ENSP00000259727,9606.ENSP00000264346,9606.ENSP00000265605,9606.ENSP00000296161,9606.ENSP00000296754,9606.ENSP00000305161,9606.ENSP00000308236,9606.ENSP00000333266,9606.ENSP00000333657,9606.ENSP00000337354,9606.ENSP00000342278,9606.ENSP00000345494,9606.ENSP00000353512,9606.ENSP00000353720,9606.ENSP00000354553,9606.ENSP00000356436,9606.ENSP00000359504,9606.ENSP00000360869,9606.ENSP00000360876,9606.ENSP00000369213,9606.ENSP00000369292,9606.ENSP00000369373,9606.ENSP00000378856,9606.ENSP00000379038,9606.ENSP00000381601,9606.ENSP00000384638,9606.ENSP00000388001,9606.ENSP00000400646,9606.ENSP00000414922,9606.ENSP00000418194,9606.ENSP00000420127,9606.ENSP00000428223,9606.ENSP00000428619,9606.ENSP00000464087,9606.ENSP00000490935,9606.ENSP00000496832,9606.ENSP00000497271	RIPK2,OAS3,MT2A,RIDA,OASL,GMPR,HERC6,ALDH8A1,DTX3L,ERAP1,TRIM56,COMMD1,UBA7,MX2,LIPA,OAS2,PLSCR1,PARP9,CES1,GLMP,PLA2G4A,GBP1,IFIT1,IFIT3,DDX58,SAMD9,TRIM5,LGALS9,TYMP,MX1,CTNNA2,OAS1,PNPT1,USP41,PARP14,RAB9A,RPL26L1,UTP14C,RNF213,IFIT2,ISG15,IFIH1
GO Component	GO:0043231	Intracellular membrane-bounded organelle	64	12149	0.12	0.23	0.0439	9606.ENSP00000217109,9606.ENSP00000220809,9606.ENSP00000227880,9606.ENSP00000228928,9606.ENSP00000245185,9606.ENSP00000247003,9606.ENSP00000252593,9606.ENSP00000254878,9606.ENSP00000256722,9606.ENSP00000257570,9606.ENSP00000259951,9606.ENSP00000263549,9606.ENSP00000264346,9606.ENSP00000296161,9606.ENSP00000296181,9606.ENSP00000296754,9606.ENSP00000305161,9606.ENSP00000306565,9606.ENSP00000308236,9606.ENSP00000312250,9606.ENSP00000320236,9606.ENSP00000333266,9606.ENSP00000333657,9606.ENSP00000333813,9606.ENSP00000337354,9606.ENSP00000339328,9606.ENSP00000342278,9606.ENSP00000345494,9606.ENSP00000353512,9606.ENSP00000353720,9606.ENSP00000354553,9606.ENSP00000354762,9606.ENSP00000355206,9606.ENSP00000355574,9606.ENSP00000356436,9606.ENSP00000357704,9606.ENSP00000359504,9606.ENSP00000360247,9606.ENSP00000360876,9606.ENSP00000366098,9606.ENSP00000369292,9606.ENSP00000369373,9606.ENSP00000377036,9606.ENSP00000378856,9606.ENSP00000381601,9606.ENSP00000384638,9606.ENSP00000388001,9606.ENSP00000400646,9606.ENSP00000414922,9606.ENSP00000416002,9606.ENSP00000417401,9606.ENSP00000418194,9606.ENSP00000420127,9606.ENSP00000427975,9606.ENSP00000428619,9606.ENSP00000434024,9606.ENSP00000461930,9606.ENSP00000463978,9606.ENSP00000464087,9606.ENSP00000478874,9606.ENSP00000479130,9606.ENSP00000490935,9606.ENSP00000496832,9606.ENSP00000497271	CSTF1,PLAT,SLC15A3,OAS3,MT2A,DDX49,BST2,RIDA,CMPK2,OASL,HLA-F,PARP12,HERC6,DTX3L,ITGB5,ERAP1,TRIM56,ISG20,COMMD1,ADPGK,TIMM22,UBA7,MX2,ALG12,LIPA,PLAUR,OAS2,PLSCR1,PARP9,CES1,GLMP,COA3,MT-ND3,COA6,PLA2G4A,S100A4,GBP1,CYP2J2,IFIT3,YIF1A,SAMD9,TRIM5,PTPA,LGALS9,MX1,CTNNA2,OAS1,PNPT1,USP41,SLC35A2,HELZ2,PARP14,RAB9A,RANBP17,UTP14C,H2AX,MRPS21,SLC16A3,RNF213,CAMK1D,ACSF3,IFIT2,ISG15,IFIH1
STRING clusters	CL:16999	Mixed, incl. Interferon alpha/beta signaling, and Aicardi-Goutieres syndrome	23	55	2.02	8.39	1.90e-34	9606.ENSP00000228928,9606.ENSP00000257570,9606.ENSP00000263549,9606.ENSP00000264346,9606.ENSP00000296161,9606.ENSP00000306565,9606.ENSP00000333266,9606.ENSP00000333657,9606.ENSP00000342278,9606.ENSP00000345494,9606.ENSP00000353512,9606.ENSP00000359504,9606.ENSP00000359783,9606.ENSP00000359787,9606.ENSP00000360869,9606.ENSP00000360876,9606.ENSP00000369292,9606.ENSP00000381601,9606.ENSP00000388001,9606.ENSP00000417401,9606.ENSP00000418194,9606.ENSP00000490935,9606.ENSP00000496832	OAS3,OASL,PARP12,HERC6,DTX3L,ISG20,UBA7,MX2,OAS2,PLSCR1,PARP9,GBP1,IFI44,IFI44L,IFIT1,IFIT3,SAMD9,MX1,OAS1,HELZ2,PARP14,IFIT2,ISG15
STRING clusters	CL:16994	Mixed, incl. Interferon alpha/beta signaling, and Guanylate-binding protein, C-terminal	24	75	1.91	7.8	3.98e-34	9606.ENSP00000228928,9606.ENSP00000257570,9606.ENSP00000263549,9606.ENSP00000264346,9606.ENSP00000296161,9606.ENSP00000306565,9606.ENSP00000333266,9606.ENSP00000333657,9606.ENSP00000342278,9606.ENSP00000345494,9606.ENSP00000353512,9606.ENSP00000359504,9606.ENSP00000359783,9606.ENSP00000359787,9606.ENSP00000360869,9606.ENSP00000360876,9606.ENSP00000369292,9606.ENSP00000381601,9606.ENSP00000388001,9606.ENSP00000417401,9606.ENSP00000418194,9606.ENSP00000464087,9606.ENSP00000490935,9606.ENSP00000496832	OAS3,OASL,PARP12,HERC6,DTX3L,ISG20,UBA7,MX2,OAS2,PLSCR1,PARP9,GBP1,IFI44,IFI44L,IFIT1,IFIT3,SAMD9,MX1,OAS1,HELZ2,PARP14,RNF213,IFIT2,ISG15
STRING clusters	CL:17001	Mixed, incl. Interferon alpha/beta signaling, and Guanylate-binding protein, C-terminal	22	46	2.08	8.56	3.98e-34	9606.ENSP00000228928,9606.ENSP00000257570,9606.ENSP00000263549,9606.ENSP00000264346,9606.ENSP00000296161,9606.ENSP00000306565,9606.ENSP00000333266,9606.ENSP00000333657,9606.ENSP00000342278,9606.ENSP00000353512,9606.ENSP00000359504,9606.ENSP00000359783,9606.ENSP00000359787,9606.ENSP00000360869,9606.ENSP00000360876,9606.ENSP00000369292,9606.ENSP00000381601,9606.ENSP00000388001,9606.ENSP00000417401,9606.ENSP00000418194,9606.ENSP00000490935,9606.ENSP00000496832	OAS3,OASL,PARP12,HERC6,DTX3L,ISG20,UBA7,MX2,OAS2,PARP9,GBP1,IFI44,IFI44L,IFIT1,IFIT3,SAMD9,MX1,OAS1,HELZ2,PARP14,IFIT2,ISG15
STRING clusters	CL:17003	Mixed, incl. Interferon alpha/beta signaling, and Guanylate-binding protein, C-terminal	21	41	2.11	8.52	2.14e-33	9606.ENSP00000228928,9606.ENSP00000257570,9606.ENSP00000264346,9606.ENSP00000296161,9606.ENSP00000306565,9606.ENSP00000333266,9606.ENSP00000333657,9606.ENSP00000342278,9606.ENSP00000353512,9606.ENSP00000359504,9606.ENSP00000359783,9606.ENSP00000359787,9606.ENSP00000360869,9606.ENSP00000360876,9606.ENSP00000369292,9606.ENSP00000381601,9606.ENSP00000388001,9606.ENSP00000417401,9606.ENSP00000418194,9606.ENSP00000490935,9606.ENSP00000496832	OAS3,OASL,HERC6,DTX3L,ISG20,UBA7,MX2,OAS2,PARP9,GBP1,IFI44,IFI44L,IFIT1,IFIT3,SAMD9,MX1,OAS1,HELZ2,PARP14,IFIT2,ISG15
STRING clusters	CL:17006	Mixed, incl. Interferon alpha/beta signaling, and ISG15-protein conjugation	20	33	2.18	8.65	7.00e-33	9606.ENSP00000228928,9606.ENSP00000257570,9606.ENSP00000264346,9606.ENSP00000296161,9606.ENSP00000306565,9606.ENSP00000333266,9606.ENSP00000333657,9606.ENSP00000342278,9606.ENSP00000353512,9606.ENSP00000359783,9606.ENSP00000359787,9606.ENSP00000360869,9606.ENSP00000360876,9606.ENSP00000369292,9606.ENSP00000381601,9606.ENSP00000388001,9606.ENSP00000417401,9606.ENSP00000418194,9606.ENSP00000490935,9606.ENSP00000496832	OAS3,OASL,HERC6,DTX3L,ISG20,UBA7,MX2,OAS2,PARP9,IFI44,IFI44L,IFIT1,IFIT3,SAMD9,MX1,OAS1,HELZ2,PARP14,IFIT2,ISG15
STRING clusters	CL:17009	Interferon alpha/beta signaling, and ISG15-protein conjugation	14	23	2.19	6.15	2.09e-22	9606.ENSP00000228928,9606.ENSP00000257570,9606.ENSP00000264346,9606.ENSP00000333266,9606.ENSP00000333657,9606.ENSP00000342278,9606.ENSP00000359783,9606.ENSP00000359787,9606.ENSP00000360869,9606.ENSP00000360876,9606.ENSP00000381601,9606.ENSP00000388001,9606.ENSP00000490935,9606.ENSP00000496832	OAS3,OASL,HERC6,UBA7,MX2,OAS2,IFI44,IFI44L,IFIT1,IFIT3,MX1,OAS1,IFIT2,ISG15
STRING clusters	CL:17012	Mixed, incl. 2-5-oligoadenylate synthetase activity, and Interferon-induced 6-16 family	12	17	2.25	5.5	1.46e-19	9606.ENSP00000228928,9606.ENSP00000257570,9606.ENSP00000264346,9606.ENSP00000333657,9606.ENSP00000342278,9606.ENSP00000359783,9606.ENSP00000359787,9606.ENSP00000360869,9606.ENSP00000360876,9606.ENSP00000381601,9606.ENSP00000388001,9606.ENSP00000490935	OAS3,OASL,HERC6,MX2,OAS2,IFI44,IFI44L,IFIT1,IFIT3,MX1,OAS1,IFIT2
STRING clusters	CL:17016	Mixed, incl. 2-5-oligoadenylate synthetase activity, and TLDc domain	10	12	2.32	4.75	1.42e-16	9606.ENSP00000228928,9606.ENSP00000257570,9606.ENSP00000342278,9606.ENSP00000359783,9606.ENSP00000359787,9606.ENSP00000360869,9606.ENSP00000360876,9606.ENSP00000381601,9606.ENSP00000388001,9606.ENSP00000490935	OAS3,OASL,OAS2,IFI44,IFI44L,IFIT1,IFIT3,MX1,OAS1,IFIT2
STRING clusters	CL:17018	Mixed, incl. TLDc domain, and Symbiont intracellular protein transport in host	6	7	2.34	2.67	2.16e-09	9606.ENSP00000359783,9606.ENSP00000359787,9606.ENSP00000360869,9606.ENSP00000360876,9606.ENSP00000381601,9606.ENSP00000490935	IFI44,IFI44L,IFIT1,IFIT3,MX1,IFIT2
STRING clusters	CL:17058	Appr-1-p processing enzyme, and Normophosphatemic familial tumoral calcinosis	3	5	2.18	0.92	0.0012	9606.ENSP00000296161,9606.ENSP00000353512,9606.ENSP00000418194	DTX3L,PARP9,PARP14
KEGG	hsa05162	Measles	8	137	1.17	1.12	3.51e-05	9606.ENSP00000228928,9606.ENSP00000333657,9606.ENSP00000342278,9606.ENSP00000369213,9606.ENSP00000381601,9606.ENSP00000388001,9606.ENSP00000420127,9606.ENSP00000497271	OAS3,MX2,OAS2,DDX58,MX1,OAS1,RAB9A,IFIH1
KEGG	hsa05160	Hepatitis C	7	157	1.05	0.81	0.00064	9606.ENSP00000228928,9606.ENSP00000333657,9606.ENSP00000342278,9606.ENSP00000360869,9606.ENSP00000369213,9606.ENSP00000381601,9606.ENSP00000388001	OAS3,MX2,OAS2,IFIT1,DDX58,MX1,OAS1
KEGG	hsa05164	Influenza A	7	163	1.04	0.81	0.00064	9606.ENSP00000228928,9606.ENSP00000333657,9606.ENSP00000342278,9606.ENSP00000369213,9606.ENSP00000381601,9606.ENSP00000388001,9606.ENSP00000497271	OAS3,MX2,OAS2,DDX58,MX1,OAS1,IFIH1
KEGG	hsa05169	Epstein-Barr virus infection	6	192	0.9	0.51	0.0111	9606.ENSP00000228928,9606.ENSP00000259951,9606.ENSP00000342278,9606.ENSP00000369213,9606.ENSP00000388001,9606.ENSP00000496832	OAS3,HLA-F,OAS2,DDX58,OAS1,ISG15
KEGG	hsa04621	NOD-like receptor signaling pathway	5	173	0.86	0.37	0.0466	9606.ENSP00000220751,9606.ENSP00000228928,9606.ENSP00000342278,9606.ENSP00000359504,9606.ENSP00000388001	RIPK2,OAS3,OAS2,GBP1,OAS1
Reactome	HSA-913531	Interferon Signaling	19	199	1.38	3.29	2.49e-17	9606.ENSP00000228928,9606.ENSP00000245185,9606.ENSP00000252593,9606.ENSP00000257570,9606.ENSP00000259951,9606.ENSP00000306565,9606.ENSP00000333266,9606.ENSP00000333657,9606.ENSP00000342278,9606.ENSP00000359504,9606.ENSP00000360869,9606.ENSP00000360876,9606.ENSP00000369213,9606.ENSP00000369373,9606.ENSP00000381601,9606.ENSP00000388001,9606.ENSP00000414922,9606.ENSP00000490935,9606.ENSP00000496832	OAS3,MT2A,BST2,OASL,HLA-F,ISG20,UBA7,MX2,OAS2,GBP1,IFIT1,IFIT3,DDX58,TRIM5,MX1,OAS1,USP41,IFIT2,ISG15
Reactome	HSA-909733	Interferon alpha/beta signaling	13	71	1.67	3.51	1.12e-14	9606.ENSP00000228928,9606.ENSP00000252593,9606.ENSP00000257570,9606.ENSP00000259951,9606.ENSP00000306565,9606.ENSP00000333657,9606.ENSP00000342278,9606.ENSP00000360869,9606.ENSP00000360876,9606.ENSP00000381601,9606.ENSP00000388001,9606.ENSP00000490935,9606.ENSP00000496832	OAS3,BST2,OASL,HLA-F,ISG20,MX2,OAS2,IFIT1,IFIT3,MX1,OAS1,IFIT2,ISG15
Reactome	HSA-1169410	Antiviral mechanism by IFN-stimulated genes	11	82	1.53	2.57	6.18e-11	9606.ENSP00000228928,9606.ENSP00000257570,9606.ENSP00000333266,9606.ENSP00000333657,9606.ENSP00000342278,9606.ENSP00000360869,9606.ENSP00000369213,9606.ENSP00000381601,9606.ENSP00000388001,9606.ENSP00000414922,9606.ENSP00000496832	OAS3,OASL,UBA7,MX2,OAS2,IFIT1,DDX58,MX1,OAS1,USP41,ISG15
Reactome	HSA-1280215	Cytokine Signaling in Immune system	21	706	0.88	1.43	2.44e-10	9606.ENSP00000220751,9606.ENSP00000228928,9606.ENSP00000245185,9606.ENSP00000252593,9606.ENSP00000257570,9606.ENSP00000259951,9606.ENSP00000306565,9606.ENSP00000333266,9606.ENSP00000333657,9606.ENSP00000342278,9606.ENSP00000359504,9606.ENSP00000360869,9606.ENSP00000360876,9606.ENSP00000369213,9606.ENSP00000369373,9606.ENSP00000378856,9606.ENSP00000381601,9606.ENSP00000388001,9606.ENSP00000414922,9606.ENSP00000490935,9606.ENSP00000496832	RIPK2,OAS3,MT2A,BST2,OASL,HLA-F,ISG20,UBA7,MX2,OAS2,GBP1,IFIT1,IFIT3,DDX58,TRIM5,LGALS9,MX1,OAS1,USP41,IFIT2,ISG15
Reactome	HSA-168256	Immune System	29	1979	0.57	0.83	8.54e-08	9606.ENSP00000220751,9606.ENSP00000228928,9606.ENSP00000245185,9606.ENSP00000252593,9606.ENSP00000257570,9606.ENSP00000259951,9606.ENSP00000264346,9606.ENSP00000296161,9606.ENSP00000296181,9606.ENSP00000296754,9606.ENSP00000305161,9606.ENSP00000306565,9606.ENSP00000333266,9606.ENSP00000333657,9606.ENSP00000339328,9606.ENSP00000342278,9606.ENSP00000359504,9606.ENSP00000360869,9606.ENSP00000360876,9606.ENSP00000369213,9606.ENSP00000369373,9606.ENSP00000378856,9606.ENSP00000381601,9606.ENSP00000388001,9606.ENSP00000414922,9606.ENSP00000464087,9606.ENSP00000490935,9606.ENSP00000496832,9606.ENSP00000497271	RIPK2,OAS3,MT2A,BST2,OASL,HLA-F,HERC6,DTX3L,ITGB5,ERAP1,TRIM56,ISG20,UBA7,MX2,PLAUR,OAS2,GBP1,IFIT1,IFIT3,DDX58,TRIM5,LGALS9,MX1,OAS1,USP41,RNF213,IFIT2,ISG15,IFIH1
Reactome	HSA-8983711	OAS antiviral response	5	9	2.15	1.91	6.21e-07	9606.ENSP00000228928,9606.ENSP00000257570,9606.ENSP00000342278,9606.ENSP00000369213,9606.ENSP00000388001	OAS3,OASL,OAS2,DDX58,OAS1
Reactome	HSA-877300	Interferon gamma signaling	8	90	1.35	1.51	1.56e-06	9606.ENSP00000228928,9606.ENSP00000245185,9606.ENSP00000257570,9606.ENSP00000259951,9606.ENSP00000342278,9606.ENSP00000359504,9606.ENSP00000369373,9606.ENSP00000388001	OAS3,MT2A,OASL,HLA-F,OAS2,GBP1,TRIM5,OAS1
Reactome	HSA-1169408	ISG15 antiviral mechanism	7	74	1.38	1.36	8.86e-06	9606.ENSP00000333266,9606.ENSP00000333657,9606.ENSP00000360869,9606.ENSP00000369213,9606.ENSP00000381601,9606.ENSP00000414922,9606.ENSP00000496832	UBA7,MX2,IFIT1,DDX58,MX1,USP41,ISG15
Reactome	HSA-936440	Negative regulators of DDX58/IFIH1 signaling	4	34	1.47	0.72	0.0038	9606.ENSP00000333266,9606.ENSP00000369213,9606.ENSP00000496832,9606.ENSP00000497271	UBA7,DDX58,ISG15,IFIH1
Reactome	HSA-9705671	SARS-CoV-2 activates/modulates innate and adaptive immune responses	5	123	1.01	0.41	0.0347	9606.ENSP00000220751,9606.ENSP00000259951,9606.ENSP00000369213,9606.ENSP00000496832,9606.ENSP00000497271	RIPK2,HLA-F,DDX58,ISG15,IFIH1
Reactome	HSA-9694516	SARS-CoV-2 Infection	7	294	0.78	0.37	0.0384	9606.ENSP00000220751,9606.ENSP00000259951,9606.ENSP00000353512,9606.ENSP00000369213,9606.ENSP00000418194,9606.ENSP00000496832,9606.ENSP00000497271	RIPK2,HLA-F,PARP9,DDX58,PARP14,ISG15,IFIH1
Reactome	HSA-9679506	SARS-CoV Infections	8	411	0.69	0.34	0.0464	9606.ENSP00000220751,9606.ENSP00000252593,9606.ENSP00000259951,9606.ENSP00000353512,9606.ENSP00000369213,9606.ENSP00000418194,9606.ENSP00000496832,9606.ENSP00000497271	RIPK2,BST2,HLA-F,PARP9,DDX58,PARP14,ISG15,IFIH1
Reactome	HSA-9678108	SARS-CoV-1 Infection	5	140	0.96	0.37	0.0477	9606.ENSP00000252593,9606.ENSP00000353512,9606.ENSP00000369213,9606.ENSP00000418194,9606.ENSP00000497271	BST2,PARP9,DDX58,PARP14,IFIH1
WikiPathways	WP4868	Type I interferon induction and signaling during SARS-CoV-2 infection	5	31	1.61	1.08	0.00022	9606.ENSP00000228928,9606.ENSP00000342278,9606.ENSP00000369213,9606.ENSP00000388001,9606.ENSP00000497271	OAS3,OAS2,DDX58,OAS1,IFIH1
WikiPathways	WP4880	Host-pathogen interaction of human coronaviruses - interferon induction	5	33	1.58	1.08	0.00022	9606.ENSP00000228928,9606.ENSP00000342278,9606.ENSP00000369213,9606.ENSP00000388001,9606.ENSP00000497271	OAS3,OAS2,DDX58,OAS1,IFIH1
WikiPathways	WP4630	Measles virus infection	7	135	1.12	0.89	0.00038	9606.ENSP00000228928,9606.ENSP00000342278,9606.ENSP00000369213,9606.ENSP00000381601,9606.ENSP00000388001,9606.ENSP00000420127,9606.ENSP00000497271	OAS3,OAS2,DDX58,MX1,OAS1,RAB9A,IFIH1
WikiPathways	WP4197	Immune response to tuberculosis	4	23	1.64	0.94	0.00072	9606.ENSP00000360869,9606.ENSP00000360876,9606.ENSP00000381601,9606.ENSP00000388001	IFIT1,IFIT3,MX1,OAS1
WikiPathways	WP619	Type II interferon signaling	4	37	1.44	0.74	0.0032	9606.ENSP00000359504,9606.ENSP00000388001,9606.ENSP00000490935,9606.ENSP00000496832	GBP1,OAS1,IFIT2,ISG15
WikiPathways	WP5115	Network map of SARS-CoV-2 signaling pathway	7	218	0.91	0.61	0.0039	9606.ENSP00000252593,9606.ENSP00000342278,9606.ENSP00000359787,9606.ENSP00000360869,9606.ENSP00000369213,9606.ENSP00000381601,9606.ENSP00000497271	BST2,OAS2,IFI44L,IFIT1,DDX58,MX1,IFIH1
WikiPathways	WP4705	Pathways of nucleic acid metabolism and innate immune sensing	3	16	1.68	0.68	0.0061	9606.ENSP00000369213,9606.ENSP00000388001,9606.ENSP00000497271	DDX58,OAS1,IFIH1
DISEASES	DOID:0060861	Microphthalmia with limb anomalies	7	10	2.25	2.75	9.75e-10	9606.ENSP00000228928,9606.ENSP00000257570,9606.ENSP00000342278,9606.ENSP00000369213,9606.ENSP00000381601,9606.ENSP00000388001,9606.ENSP00000497271	OAS3,OASL,OAS2,DDX58,MX1,OAS1,IFIH1
