#category	term ID	term description	observed gene count	background gene count	strength	signal	false discovery rate	matching proteins in your network (IDs)	matching proteins in your network (labels)
GO Component	GO:0043226	Organelle	127	14017	0.09	0.38	0.00064	9606.ENSP00000185206,9606.ENSP00000216416,9606.ENSP00000222284,9606.ENSP00000225729,9606.ENSP00000227471,9606.ENSP00000228928,9606.ENSP00000230538,9606.ENSP00000235090,9606.ENSP00000238379,9606.ENSP00000247003,9606.ENSP00000252244,9606.ENSP00000252512,9606.ENSP00000252593,9606.ENSP00000253110,9606.ENSP00000256722,9606.ENSP00000257570,9606.ENSP00000259239,9606.ENSP00000261304,9606.ENSP00000261681,9606.ENSP00000263956,9606.ENSP00000264718,9606.ENSP00000269576,9606.ENSP00000272233,9606.ENSP00000275053,9606.ENSP00000282074,9606.ENSP00000287957,9606.ENSP00000292476,9606.ENSP00000294728,9606.ENSP00000296161,9606.ENSP00000296292,9606.ENSP00000301945,9606.ENSP00000302790,9606.ENSP00000303315,9606.ENSP00000304408,9606.ENSP00000305193,9606.ENSP00000307666,9606.ENSP00000308236,9606.ENSP00000309457,9606.ENSP00000314023,9606.ENSP00000315768,9606.ENSP00000316924,9606.ENSP00000326247,9606.ENSP00000327459,9606.ENSP00000327467,9606.ENSP00000330032,9606.ENSP00000332194,9606.ENSP00000332371,9606.ENSP00000332646,9606.ENSP00000333657,9606.ENSP00000337354,9606.ENSP00000338788,9606.ENSP00000339532,9606.ENSP00000342278,9606.ENSP00000345728,9606.ENSP00000346206,9606.ENSP00000348554,9606.ENSP00000348769,9606.ENSP00000353512,9606.ENSP00000354394,9606.ENSP00000354554,9606.ENSP00000354961,9606.ENSP00000355206,9606.ENSP00000355279,9606.ENSP00000356953,9606.ENSP00000358719,9606.ENSP00000359170,9606.ENSP00000359489,9606.ENSP00000359990,9606.ENSP00000360231,9606.ENSP00000360860,9606.ENSP00000360876,9606.ENSP00000361219,9606.ENSP00000361667,9606.ENSP00000362817,9606.ENSP00000364032,9606.ENSP00000364699,9606.ENSP00000364979,9606.ENSP00000365919,9606.ENSP00000366246,9606.ENSP00000367284,9606.ENSP00000369213,9606.ENSP00000369292,9606.ENSP00000369299,9606.ENSP00000369373,9606.ENSP00000369677,9606.ENSP00000370473,9606.ENSP00000371532,9606.ENSP00000371897,9606.ENSP00000372193,9606.ENSP00000377036,9606.ENSP00000378830,9606.ENSP00000379836,9606.ENSP00000380553,9606.ENSP00000381601,9606.ENSP00000382707,9606.ENSP00000383996,9606.ENSP00000384886,9606.ENSP00000386125,9606.ENSP00000386597,9606.ENSP00000386992,9606.ENSP00000388001,9606.ENSP00000393541,9606.ENSP00000395590,9606.ENSP00000397435,9606.ENSP00000397441,9606.ENSP00000401508,9606.ENSP00000405405,9606.ENSP00000405635,9606.ENSP00000412733,9606.ENSP00000414922,9606.ENSP00000417052,9606.ENSP00000417401,9606.ENSP00000417404,9606.ENSP00000418194,9606.ENSP00000429065,9606.ENSP00000430548,9606.ENSP00000454264,9606.ENSP00000464275,9606.ENSP00000467262,9606.ENSP00000476386,9606.ENSP00000482639,9606.ENSP00000483486,9606.ENSP00000485627,9606.ENSP00000490935,9606.ENSP00000495631,9606.ENSP00000496832,9606.ENSP00000497271	CLIC5,CNIH1,TMEM147,DRG2,UNC93B1,OAS3,LAMA4,WDR77,HDHD3,DDX49,KRT1,XPO7,BST2,SHFL,CMPK2,OASL,IMP4,GALC,MPP5,GTF3C3,GPN1,KRT10,RHOB,MMS22L,SPC25,GATAD1,CPSF4,VCAM1,DTX3L,RFT1,ANTXR1,XPO6,JUNB,COL3A1,HS1BP3,VPS50,COMMD1,VPS41,SIDT2,STAT2,ACSS1,SAMD9L,APOBEC3B,SMDT1,UPP1,H2AC20,COL7A1,MFSD10,MX2,LIPA,ZC3H15,THUMPD3,OAS2,ATP7A,TAP1,CDC16,ARIH2,PARP9,STAT1,MT-CYB,MT-ND4,MT-ND3,CNOT7,SDHC,ME1,DPCD,AFF2,LRRC40,NFIA,IFIT5,IFIT3,GTF3C4,DOLK,FABP3,TAP2,SDHD,COL4A1,WDR13,GPC6,FUNDC1,DDX58,SAMD9,TRIM22,TRIM5,EMILIN1,IGFBP3,VLDLR,ARHGAP5,CLCN7,PTPA,QRICH1,SLC30A5,TSPAN4,MX1,IFITM3,CERT1,IFI30,ARMC5,DPAGT1,IPO11,OAS1,IFT27,IFI35,TSC22D1,COG6,NAPRT,PHLDB2,CNEP1R1,OSBPL9,USP41,EBP,HELZ2,HFE,PARP14,INTS9,PTDSS1,NUB1,C17orf75,UQCR11,DCP1A,MGST2,ARFRP1,WASHC1,IFIT2,ARHGEF7,ISG15,IFIH1
GO Component	GO:1990204	Oxidoreductase complex	7	124	0.88	0.47	0.0129	9606.ENSP00000259727,9606.ENSP00000354554,9606.ENSP00000354961,9606.ENSP00000355206,9606.ENSP00000356953,9606.ENSP00000364699,9606.ENSP00000467262	GMPR,MT-CYB,MT-ND4,MT-ND3,SDHC,SDHD,UQCR11
GO Component	GO:0098803	Respiratory chain complex	6	90	0.96	0.46	0.0169	9606.ENSP00000354554,9606.ENSP00000354961,9606.ENSP00000355206,9606.ENSP00000356953,9606.ENSP00000364699,9606.ENSP00000467262	MT-CYB,MT-ND4,MT-ND3,SDHC,SDHD,UQCR11
GO Component	GO:0005746	Mitochondrial respirasome	6	94	0.94	0.44	0.0190	9606.ENSP00000354554,9606.ENSP00000354961,9606.ENSP00000355206,9606.ENSP00000356953,9606.ENSP00000364699,9606.ENSP00000467262	MT-CYB,MT-ND4,MT-ND3,SDHC,SDHD,UQCR11
GO Component	GO:0098800	Inner mitochondrial membrane protein complex	7	158	0.78	0.36	0.0364	9606.ENSP00000327467,9606.ENSP00000354554,9606.ENSP00000354961,9606.ENSP00000355206,9606.ENSP00000356953,9606.ENSP00000364699,9606.ENSP00000467262	SMDT1,MT-CYB,MT-ND4,MT-ND3,SDHC,SDHD,UQCR11
GO Component	GO:0012505	Endomembrane system	54	4721	0.19	0.27	0.0407	9606.ENSP00000185206,9606.ENSP00000216416,9606.ENSP00000222284,9606.ENSP00000227471,9606.ENSP00000235090,9606.ENSP00000252244,9606.ENSP00000252512,9606.ENSP00000252593,9606.ENSP00000261681,9606.ENSP00000263956,9606.ENSP00000272233,9606.ENSP00000294728,9606.ENSP00000296161,9606.ENSP00000296292,9606.ENSP00000301945,9606.ENSP00000304408,9606.ENSP00000305193,9606.ENSP00000307666,9606.ENSP00000308236,9606.ENSP00000309457,9606.ENSP00000326247,9606.ENSP00000332371,9606.ENSP00000332646,9606.ENSP00000333657,9606.ENSP00000345728,9606.ENSP00000346206,9606.ENSP00000361667,9606.ENSP00000364032,9606.ENSP00000364979,9606.ENSP00000366246,9606.ENSP00000369299,9606.ENSP00000370473,9606.ENSP00000371532,9606.ENSP00000371897,9606.ENSP00000379836,9606.ENSP00000381601,9606.ENSP00000382707,9606.ENSP00000383996,9606.ENSP00000386597,9606.ENSP00000386992,9606.ENSP00000388001,9606.ENSP00000393541,9606.ENSP00000397441,9606.ENSP00000401508,9606.ENSP00000405635,9606.ENSP00000412733,9606.ENSP00000417052,9606.ENSP00000417404,9606.ENSP00000430548,9606.ENSP00000464275,9606.ENSP00000482639,9606.ENSP00000483486,9606.ENSP00000485627,9606.ENSP00000490935	CLIC5,CNIH1,TMEM147,UNC93B1,WDR77,KRT1,XPO7,BST2,MPP5,GTF3C3,RHOB,VCAM1,DTX3L,RFT1,ANTXR1,COL3A1,HS1BP3,VPS50,COMMD1,VPS41,SAMD9L,COL7A1,MFSD10,MX2,ATP7A,TAP1,DOLK,TAP2,COL4A1,GPC6,TRIM22,IGFBP3,VLDLR,ARHGAP5,SLC30A5,MX1,IFITM3,CERT1,DPAGT1,IPO11,OAS1,IFT27,COG6,NAPRT,CNEP1R1,OSBPL9,EBP,HFE,PTDSS1,C17orf75,MGST2,ARFRP1,WASHC1,IFIT2
STRING clusters	CL:17001	Mixed, incl. Interferon alpha/beta signaling, and Guanylate-binding protein, C-terminal	21	46	1.79	5.81	1.37e-25	9606.ENSP00000228928,9606.ENSP00000253110,9606.ENSP00000257570,9606.ENSP00000296161,9606.ENSP00000326247,9606.ENSP00000333657,9606.ENSP00000342278,9606.ENSP00000353512,9606.ENSP00000359783,9606.ENSP00000360860,9606.ENSP00000360869,9606.ENSP00000360876,9606.ENSP00000369292,9606.ENSP00000369299,9606.ENSP00000381601,9606.ENSP00000382707,9606.ENSP00000388001,9606.ENSP00000417401,9606.ENSP00000418194,9606.ENSP00000490935,9606.ENSP00000496832	OAS3,SHFL,OASL,DTX3L,SAMD9L,MX2,OAS2,PARP9,IFI44,IFIT5,IFIT1,IFIT3,SAMD9,TRIM22,MX1,IFITM3,OAS1,HELZ2,PARP14,IFIT2,ISG15
STRING clusters	CL:16998	Mixed, incl. Antiviral defense, and Aicardi-Goutieres syndrome	22	60	1.7	5.56	1.54e-25	9606.ENSP00000228928,9606.ENSP00000253110,9606.ENSP00000257570,9606.ENSP00000296161,9606.ENSP00000326247,9606.ENSP00000333657,9606.ENSP00000342278,9606.ENSP00000353512,9606.ENSP00000359783,9606.ENSP00000360860,9606.ENSP00000360869,9606.ENSP00000360876,9606.ENSP00000369292,9606.ENSP00000369299,9606.ENSP00000381601,9606.ENSP00000382707,9606.ENSP00000384886,9606.ENSP00000388001,9606.ENSP00000417401,9606.ENSP00000418194,9606.ENSP00000490935,9606.ENSP00000496832	OAS3,SHFL,OASL,DTX3L,SAMD9L,MX2,OAS2,PARP9,IFI44,IFIT5,IFIT1,IFIT3,SAMD9,TRIM22,MX1,IFITM3,IFI30,OAS1,HELZ2,PARP14,IFIT2,ISG15
STRING clusters	CL:17003	Mixed, incl. Interferon alpha/beta signaling, and Guanylate-binding protein, C-terminal	20	41	1.82	5.8	3.58e-25	9606.ENSP00000228928,9606.ENSP00000257570,9606.ENSP00000296161,9606.ENSP00000326247,9606.ENSP00000333657,9606.ENSP00000342278,9606.ENSP00000353512,9606.ENSP00000359783,9606.ENSP00000360860,9606.ENSP00000360869,9606.ENSP00000360876,9606.ENSP00000369292,9606.ENSP00000369299,9606.ENSP00000381601,9606.ENSP00000382707,9606.ENSP00000388001,9606.ENSP00000417401,9606.ENSP00000418194,9606.ENSP00000490935,9606.ENSP00000496832	OAS3,OASL,DTX3L,SAMD9L,MX2,OAS2,PARP9,IFI44,IFIT5,IFIT1,IFIT3,SAMD9,TRIM22,MX1,IFITM3,OAS1,HELZ2,PARP14,IFIT2,ISG15
STRING clusters	CL:17006	Mixed, incl. Interferon alpha/beta signaling, and ISG15-protein conjugation	19	33	1.89	5.91	5.42e-25	9606.ENSP00000228928,9606.ENSP00000257570,9606.ENSP00000296161,9606.ENSP00000326247,9606.ENSP00000333657,9606.ENSP00000342278,9606.ENSP00000353512,9606.ENSP00000359783,9606.ENSP00000360860,9606.ENSP00000360869,9606.ENSP00000360876,9606.ENSP00000369292,9606.ENSP00000369299,9606.ENSP00000381601,9606.ENSP00000388001,9606.ENSP00000417401,9606.ENSP00000418194,9606.ENSP00000490935,9606.ENSP00000496832	OAS3,OASL,DTX3L,SAMD9L,MX2,OAS2,PARP9,IFI44,IFIT5,IFIT1,IFIT3,SAMD9,TRIM22,MX1,OAS1,HELZ2,PARP14,IFIT2,ISG15
STRING clusters	CL:17009	Interferon alpha/beta signaling, and ISG15-protein conjugation	12	23	1.85	3.65	6.02e-15	9606.ENSP00000228928,9606.ENSP00000257570,9606.ENSP00000333657,9606.ENSP00000342278,9606.ENSP00000359783,9606.ENSP00000360860,9606.ENSP00000360869,9606.ENSP00000360876,9606.ENSP00000381601,9606.ENSP00000388001,9606.ENSP00000490935,9606.ENSP00000496832	OAS3,OASL,MX2,OAS2,IFI44,IFIT5,IFIT1,IFIT3,MX1,OAS1,IFIT2,ISG15
STRING clusters	CL:17012	Mixed, incl. 2-5-oligoadenylate synthetase activity, and Interferon-induced 6-16 family	10	17	1.9	3.14	1.22e-12	9606.ENSP00000228928,9606.ENSP00000257570,9606.ENSP00000333657,9606.ENSP00000342278,9606.ENSP00000359783,9606.ENSP00000360869,9606.ENSP00000360876,9606.ENSP00000381601,9606.ENSP00000388001,9606.ENSP00000490935	OAS3,OASL,MX2,OAS2,IFI44,IFIT1,IFIT3,MX1,OAS1,IFIT2
STRING clusters	CL:17016	Mixed, incl. 2-5-oligoadenylate synthetase activity, and TLDc domain	9	12	2.01	3.02	5.77e-12	9606.ENSP00000228928,9606.ENSP00000257570,9606.ENSP00000342278,9606.ENSP00000359783,9606.ENSP00000360869,9606.ENSP00000360876,9606.ENSP00000381601,9606.ENSP00000388001,9606.ENSP00000490935	OAS3,OASL,OAS2,IFI44,IFIT1,IFIT3,MX1,OAS1,IFIT2
STRING clusters	CL:17018	Mixed, incl. TLDc domain, and Symbiont intracellular protein transport in host	5	7	1.99	1.44	6.14e-06	9606.ENSP00000359783,9606.ENSP00000360869,9606.ENSP00000360876,9606.ENSP00000381601,9606.ENSP00000490935	IFI44,IFIT1,IFIT3,MX1,IFIT2
STRING clusters	CL:17058	Appr-1-p processing enzyme, and Normophosphatemic familial tumoral calcinosis	4	5	2.04	1.09	0.00013	9606.ENSP00000296161,9606.ENSP00000326247,9606.ENSP00000353512,9606.ENSP00000418194	DTX3L,SAMD9L,PARP9,PARP14
STRING clusters	CL:2705	Nucleocytoplasmic carrier activity, and Exportin-2, central domain	4	30	1.26	0.39	0.0376	9606.ENSP00000252512,9606.ENSP00000302790,9606.ENSP00000354394,9606.ENSP00000386992	XPO7,XPO6,STAT1,IPO11
KEGG	hsa05164	Influenza A	10	163	0.92	0.85	0.00020	9606.ENSP00000228928,9606.ENSP00000292476,9606.ENSP00000315768,9606.ENSP00000333657,9606.ENSP00000342278,9606.ENSP00000354394,9606.ENSP00000369213,9606.ENSP00000381601,9606.ENSP00000388001,9606.ENSP00000497271	OAS3,CPSF4,STAT2,MX2,OAS2,STAT1,DDX58,MX1,OAS1,IFIH1
KEGG	hsa05162	Measles	9	137	0.95	0.86	0.00021	9606.ENSP00000228928,9606.ENSP00000315768,9606.ENSP00000333657,9606.ENSP00000342278,9606.ENSP00000354394,9606.ENSP00000369213,9606.ENSP00000381601,9606.ENSP00000388001,9606.ENSP00000497271	OAS3,STAT2,MX2,OAS2,STAT1,DDX58,MX1,OAS1,IFIH1
KEGG	hsa05160	Hepatitis C	9	157	0.89	0.78	0.00041	9606.ENSP00000228928,9606.ENSP00000315768,9606.ENSP00000333657,9606.ENSP00000342278,9606.ENSP00000354394,9606.ENSP00000360869,9606.ENSP00000369213,9606.ENSP00000381601,9606.ENSP00000388001	OAS3,STAT2,MX2,OAS2,STAT1,IFIT1,DDX58,MX1,OAS1
KEGG	hsa05169	Epstein-Barr virus infection	9	192	0.8	0.65	0.0015	9606.ENSP00000228928,9606.ENSP00000315768,9606.ENSP00000342278,9606.ENSP00000346206,9606.ENSP00000354394,9606.ENSP00000364032,9606.ENSP00000369213,9606.ENSP00000388001,9606.ENSP00000496832	OAS3,STAT2,OAS2,TAP1,STAT1,TAP2,DDX58,OAS1,ISG15
KEGG	hsa00190	Oxidative phosphorylation	6	128	0.8	0.38	0.0307	9606.ENSP00000354554,9606.ENSP00000354961,9606.ENSP00000355206,9606.ENSP00000356953,9606.ENSP00000364699,9606.ENSP00000467262	MT-CYB,MT-ND4,MT-ND3,SDHC,SDHD,UQCR11
KEGG	hsa05165	Human papillomavirus infection	9	324	0.58	0.32	0.0437	9606.ENSP00000230538,9606.ENSP00000257570,9606.ENSP00000261681,9606.ENSP00000315768,9606.ENSP00000333657,9606.ENSP00000354394,9606.ENSP00000364979,9606.ENSP00000381601,9606.ENSP00000496832	LAMA4,OASL,MPP5,STAT2,MX2,STAT1,COL4A1,MX1,ISG15
KEGG	hsa05168	Herpes simplex virus 1 infection	11	478	0.5	0.31	0.0456	9606.ENSP00000228928,9606.ENSP00000252593,9606.ENSP00000315768,9606.ENSP00000342278,9606.ENSP00000346206,9606.ENSP00000354394,9606.ENSP00000364032,9606.ENSP00000369213,9606.ENSP00000388001,9606.ENSP00000416250,9606.ENSP00000497271	OAS3,BST2,STAT2,OAS2,TAP1,STAT1,TAP2,DDX58,OAS1,EIF2B1,IFIH1
Reactome	HSA-913531	Interferon Signaling	22	199	1.18	2.74	1.50e-15	9606.ENSP00000228928,9606.ENSP00000252593,9606.ENSP00000257570,9606.ENSP00000294728,9606.ENSP00000315768,9606.ENSP00000333657,9606.ENSP00000342278,9606.ENSP00000354394,9606.ENSP00000360860,9606.ENSP00000360869,9606.ENSP00000360876,9606.ENSP00000369213,9606.ENSP00000369299,9606.ENSP00000369373,9606.ENSP00000381601,9606.ENSP00000382707,9606.ENSP00000384886,9606.ENSP00000388001,9606.ENSP00000395590,9606.ENSP00000414922,9606.ENSP00000490935,9606.ENSP00000496832	OAS3,BST2,OASL,VCAM1,STAT2,MX2,OAS2,STAT1,IFIT5,IFIT1,IFIT3,DDX58,TRIM22,TRIM5,MX1,IFITM3,IFI30,OAS1,IFI35,USP41,IFIT2,ISG15
Reactome	HSA-909733	Interferon alpha/beta signaling	16	71	1.49	3.3	2.46e-15	9606.ENSP00000228928,9606.ENSP00000252593,9606.ENSP00000257570,9606.ENSP00000315768,9606.ENSP00000333657,9606.ENSP00000342278,9606.ENSP00000354394,9606.ENSP00000360860,9606.ENSP00000360869,9606.ENSP00000360876,9606.ENSP00000381601,9606.ENSP00000382707,9606.ENSP00000388001,9606.ENSP00000395590,9606.ENSP00000490935,9606.ENSP00000496832	OAS3,BST2,OASL,STAT2,MX2,OAS2,STAT1,IFIT5,IFIT1,IFIT3,MX1,IFITM3,OAS1,IFI35,IFIT2,ISG15
Reactome	HSA-1169410	Antiviral mechanism by IFN-stimulated genes	11	82	1.26	1.69	6.01e-08	9606.ENSP00000228928,9606.ENSP00000257570,9606.ENSP00000333657,9606.ENSP00000342278,9606.ENSP00000354394,9606.ENSP00000360869,9606.ENSP00000369213,9606.ENSP00000381601,9606.ENSP00000388001,9606.ENSP00000414922,9606.ENSP00000496832	OAS3,OASL,MX2,OAS2,STAT1,IFIT1,DDX58,MX1,OAS1,USP41,ISG15
Reactome	HSA-1280215	Cytokine Signaling in Immune system	23	706	0.65	0.95	1.85e-06	9606.ENSP00000228928,9606.ENSP00000252593,9606.ENSP00000257570,9606.ENSP00000294728,9606.ENSP00000303315,9606.ENSP00000315768,9606.ENSP00000333657,9606.ENSP00000342278,9606.ENSP00000354394,9606.ENSP00000360860,9606.ENSP00000360869,9606.ENSP00000360876,9606.ENSP00000369213,9606.ENSP00000369299,9606.ENSP00000369373,9606.ENSP00000381601,9606.ENSP00000382707,9606.ENSP00000384886,9606.ENSP00000388001,9606.ENSP00000395590,9606.ENSP00000414922,9606.ENSP00000490935,9606.ENSP00000496832	OAS3,BST2,OASL,VCAM1,JUNB,STAT2,MX2,OAS2,STAT1,IFIT5,IFIT1,IFIT3,DDX58,TRIM22,TRIM5,MX1,IFITM3,IFI30,OAS1,IFI35,USP41,IFIT2,ISG15
Reactome	HSA-8983711	OAS antiviral response	5	9	1.88	1.32	1.69e-05	9606.ENSP00000228928,9606.ENSP00000257570,9606.ENSP00000342278,9606.ENSP00000369213,9606.ENSP00000388001	OAS3,OASL,OAS2,DDX58,OAS1
Reactome	HSA-877300	Interferon gamma signaling	9	90	1.13	1.14	1.74e-05	9606.ENSP00000228928,9606.ENSP00000257570,9606.ENSP00000294728,9606.ENSP00000342278,9606.ENSP00000354394,9606.ENSP00000369299,9606.ENSP00000369373,9606.ENSP00000384886,9606.ENSP00000388001	OAS3,OASL,VCAM1,OAS2,STAT1,TRIM22,TRIM5,IFI30,OAS1
Reactome	HSA-1169408	ISG15 antiviral mechanism	7	74	1.11	0.79	0.00069	9606.ENSP00000333657,9606.ENSP00000354394,9606.ENSP00000360869,9606.ENSP00000369213,9606.ENSP00000381601,9606.ENSP00000414922,9606.ENSP00000496832	MX2,STAT1,IFIT1,DDX58,MX1,USP41,ISG15
Reactome	HSA-168256	Immune System	34	1979	0.37	0.52	0.00070	9606.ENSP00000227471,9606.ENSP00000228928,9606.ENSP00000252244,9606.ENSP00000252593,9606.ENSP00000257570,9606.ENSP00000294728,9606.ENSP00000296161,9606.ENSP00000303315,9606.ENSP00000304408,9606.ENSP00000315768,9606.ENSP00000333657,9606.ENSP00000342278,9606.ENSP00000345728,9606.ENSP00000346206,9606.ENSP00000348554,9606.ENSP00000348769,9606.ENSP00000354394,9606.ENSP00000360860,9606.ENSP00000360869,9606.ENSP00000360876,9606.ENSP00000364032,9606.ENSP00000369213,9606.ENSP00000369299,9606.ENSP00000369373,9606.ENSP00000381601,9606.ENSP00000382707,9606.ENSP00000384886,9606.ENSP00000388001,9606.ENSP00000395590,9606.ENSP00000401508,9606.ENSP00000414922,9606.ENSP00000490935,9606.ENSP00000496832,9606.ENSP00000497271	UNC93B1,OAS3,KRT1,BST2,OASL,VCAM1,DTX3L,JUNB,COL3A1,STAT2,MX2,OAS2,ATP7A,TAP1,CDC16,ARIH2,STAT1,IFIT5,IFIT1,IFIT3,TAP2,DDX58,TRIM22,TRIM5,MX1,IFITM3,IFI30,OAS1,IFI35,NAPRT,USP41,IFIT2,ISG15,IFIH1
Reactome	HSA-9694516	SARS-CoV-2 Infection	10	294	0.66	0.4	0.0208	9606.ENSP00000261681,9606.ENSP00000309457,9606.ENSP00000315768,9606.ENSP00000353512,9606.ENSP00000354394,9606.ENSP00000366246,9606.ENSP00000369213,9606.ENSP00000418194,9606.ENSP00000496832,9606.ENSP00000497271	MPP5,VPS41,STAT2,PARP9,STAT1,GPC6,DDX58,PARP14,ISG15,IFIH1
Reactome	HSA-611105	Respiratory electron transport	6	103	0.9	0.38	0.0342	9606.ENSP00000354554,9606.ENSP00000354961,9606.ENSP00000355206,9606.ENSP00000356953,9606.ENSP00000364699,9606.ENSP00000467262	MT-CYB,MT-ND4,MT-ND3,SDHC,SDHD,UQCR11
WikiPathways	WP4197	Immune response to tuberculosis	8	23	1.67	1.96	3.58e-08	9606.ENSP00000315768,9606.ENSP00000346206,9606.ENSP00000354394,9606.ENSP00000360869,9606.ENSP00000360876,9606.ENSP00000381601,9606.ENSP00000388001,9606.ENSP00000395590	STAT2,TAP1,STAT1,IFIT1,IFIT3,MX1,OAS1,IFI35
WikiPathways	WP4868	Type I interferon induction and signaling during SARS-CoV-2 infection	7	31	1.49	1.41	3.92e-06	9606.ENSP00000228928,9606.ENSP00000315768,9606.ENSP00000342278,9606.ENSP00000354394,9606.ENSP00000369213,9606.ENSP00000388001,9606.ENSP00000497271	OAS3,STAT2,OAS2,STAT1,DDX58,OAS1,IFIH1
WikiPathways	WP4880	Host-pathogen interaction of human coronaviruses - interferon induction	7	33	1.46	1.4	3.92e-06	9606.ENSP00000228928,9606.ENSP00000315768,9606.ENSP00000342278,9606.ENSP00000354394,9606.ENSP00000369213,9606.ENSP00000388001,9606.ENSP00000497271	OAS3,STAT2,OAS2,STAT1,DDX58,OAS1,IFIH1
WikiPathways	WP5115	Network map of SARS-CoV-2 signaling pathway	12	218	0.87	0.98	2.51e-05	9606.ENSP00000252593,9606.ENSP00000303315,9606.ENSP00000309457,9606.ENSP00000332371,9606.ENSP00000342278,9606.ENSP00000354394,9606.ENSP00000360869,9606.ENSP00000369213,9606.ENSP00000370473,9606.ENSP00000381601,9606.ENSP00000382707,9606.ENSP00000497271	BST2,JUNB,VPS41,COL7A1,OAS2,STAT1,IFIT1,DDX58,IGFBP3,MX1,IFITM3,IFIH1
WikiPathways	WP619	Type II interferon signaling	6	37	1.34	1.04	0.00010	9606.ENSP00000315768,9606.ENSP00000346206,9606.ENSP00000354394,9606.ENSP00000388001,9606.ENSP00000490935,9606.ENSP00000496832	STAT2,TAP1,STAT1,OAS1,IFIT2,ISG15
WikiPathways	WP4630	Measles virus infection	8	135	0.91	0.69	0.0013	9606.ENSP00000228928,9606.ENSP00000315768,9606.ENSP00000342278,9606.ENSP00000354394,9606.ENSP00000369213,9606.ENSP00000381601,9606.ENSP00000388001,9606.ENSP00000497271	OAS3,STAT2,OAS2,STAT1,DDX58,MX1,OAS1,IFIH1
WikiPathways	WP4912	SARS coronavirus and innate immunity	4	31	1.24	0.5	0.0134	9606.ENSP00000315768,9606.ENSP00000354394,9606.ENSP00000369213,9606.ENSP00000497271	STAT2,STAT1,DDX58,IFIH1
WikiPathways	WP111	Electron transport chain: OXPHOS system in mitochondria	6	103	0.9	0.46	0.0146	9606.ENSP00000354554,9606.ENSP00000354961,9606.ENSP00000355206,9606.ENSP00000356953,9606.ENSP00000364699,9606.ENSP00000467262	MT-CYB,MT-ND4,MT-ND3,SDHC,SDHD,UQCR11
WikiPathways	WP5039	SARS-CoV-2 innate immunity evasion and cell-specific immune response	5	66	1.01	0.47	0.0149	9606.ENSP00000315768,9606.ENSP00000354394,9606.ENSP00000369213,9606.ENSP00000381601,9606.ENSP00000490935	STAT2,STAT1,DDX58,MX1,IFIT2
WikiPathways	WP4705	Pathways of nucleic acid metabolism and innate immune sensing	3	16	1.41	0.44	0.0265	9606.ENSP00000369213,9606.ENSP00000388001,9606.ENSP00000497271	DDX58,OAS1,IFIH1
Monarch	HP:0011276	Vascular skin abnormality	18	433	0.75	0.85	6.71e-05	9606.ENSP00000252244,9606.ENSP00000269576,9606.ENSP00000301945,9606.ENSP00000304408,9606.ENSP00000332371,9606.ENSP00000345728,9606.ENSP00000354554,9606.ENSP00000354961,9606.ENSP00000356953,9606.ENSP00000360231,9606.ENSP00000364699,9606.ENSP00000369292,9606.ENSP00000372193,9606.ENSP00000386125,9606.ENSP00000417052,9606.ENSP00000417404,9606.ENSP00000430548,9606.ENSP00000497271	KRT1,KRT10,ANTXR1,COL3A1,COL7A1,ATP7A,MT-CYB,MT-ND4,SDHC,NFIA,SDHD,SAMD9,CLCN7,ARMC5,EBP,HFE,PTDSS1,IFIH1
Monarch	HP:0001072	Thickened skin	15	395	0.71	0.59	0.0021	9606.ENSP00000230538,9606.ENSP00000252244,9606.ENSP00000269576,9606.ENSP00000287957,9606.ENSP00000301012,9606.ENSP00000332371,9606.ENSP00000345728,9606.ENSP00000356953,9606.ENSP00000361667,9606.ENSP00000364699,9606.ENSP00000369213,9606.ENSP00000381101,9606.ENSP00000397441,9606.ENSP00000417052,9606.ENSP00000417404	LAMA4,KRT1,KRT10,GATAD1,MVD,COL7A1,ATP7A,SDHC,DOLK,SDHD,DDX58,SERPINB7,COG6,EBP,HFE
Monarch	HP:0001871	Abnormality of blood and blood-forming tissues	26	1214	0.46	0.51	0.0021	9606.ENSP00000230538,9606.ENSP00000252244,9606.ENSP00000261304,9606.ENSP00000287957,9606.ENSP00000296292,9606.ENSP00000304408,9606.ENSP00000315768,9606.ENSP00000326247,9606.ENSP00000332371,9606.ENSP00000337354,9606.ENSP00000345728,9606.ENSP00000354394,9606.ENSP00000354961,9606.ENSP00000356953,9606.ENSP00000361667,9606.ENSP00000364032,9606.ENSP00000364699,9606.ENSP00000364979,9606.ENSP00000369292,9606.ENSP00000372193,9606.ENSP00000386125,9606.ENSP00000386597,9606.ENSP00000397441,9606.ENSP00000405405,9606.ENSP00000417404,9606.ENSP00000497271	LAMA4,KRT1,GALC,GATAD1,RFT1,COL3A1,STAT2,SAMD9L,COL7A1,LIPA,ATP7A,STAT1,MT-ND4,SDHC,DOLK,TAP2,SDHD,COL4A1,SAMD9,CLCN7,ARMC5,DPAGT1,COG6,PHLDB2,HFE,IFIH1
